"Country Name", 1960, 1961, 1962, 1963, 1964, 1965, 1966, 1967, 1968, 1969, 1970, 1971, 1972, 1973, 1974, 1975, 1976, 1977, 1978, 1979, 1980, 1981, 1982, 1983, 1984, 1985, 1986, 1987, 1988, 1989, 1990, 1991, 1992, 1993, 1994, 1995, 1996, 1997, 1998, 1999, 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020, 2021, 2022, 
"Burundi", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 100000.0, 0, 410000.0, 440000.0, 220000.0, 320000.0, 80000.0, -250000.0, 890000.0, -300000.0, 4599999.9, 11080000.0, 900000.0, 3040000.0, 1189999.9, 538566.543006104, 1524028.63247118, 1367714.12346925, 1196623.81138929, 567226.890756301, 1255434.74294, 892500.106741913, 600088.333002617, 473679.874783755, 3957.84890911789, 1981922.46479085, 0.0, 0.0, 0.0, -475191.305312188, 11683246.0768, -11440.9127038289, 0.0, 0.0, 44690.7076028704, 584701.692574561, 31593.7781888499, 500245.093059071, 3833208.34759484, 348404.534569828, 780582.003631939, 3354999.1805922, 604919.651526489, 116727136.517749, 81747197.2345183, 49622865.7705811, 55420.3566564864, 316473.449369742, 983747.12499426, 1044957.4151, 8722119.1164, 9933539.9547, 12883687.9339, 0
"Belgium", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 314000000.0, 428000000.0, 386000000.0, 719000000.0, 1137000000.0, 954600000.0, 871789999.9, 1274930000.0, 1435800000.0, 1130079999.9, 1544780000.0, 1386450000.0, 1472180000.0, 1289700000.0, 389370000.0, 1051490000.0, 729860000.0, 2354920000.0, 5212470000.0, 7020270000.0, 8046729999.9, 9362559999.9, 11285799999.9, 10750000000.0, 8513579999.9, 10688700000.0, 14063900000.0, 11998299999.9, 22690500000.0, 119692913000.0, 88738714000.0, 88203254000.0, 18118954671.3727, 34559267489.7082, 44498165771.1404, 33662010793.5663, 58821552824.3718, 96551634531.2489, 190391844688.587, 77354509260.1055, 125491894873.016, 163624381384.584, 11810272330.6797, -29640924980.1455, -15205871357.966, -19514245854.7287, 57538351507.0684, -37288840312.4531, -41601387266.7493, -21379939833.4956, -24346546463.5301, 24036812329.7259, 9792975250.52743, 0
"Benin", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6700000.0, 2799999.9, 4799999.9, 3500000.0, -2343120.32888629, 1889760.24940719, 2452390.82596359, 3126021.57196208, 753359.561873316, 3568043.12335903, 4316555.84568939, 2090299.06059477, -12172.6229100822, 10496.868316392, 11442.7822973772, -90000.0, 1100000.0, 100000.0, -21662039.8992973, -1118466.198443, -2954844.09146129, 393822.32951725, 954317.43364815, -21635980.3291014, -7107468.70636541, -7738379.60727878, -14661253.7760882, 12183267.3373419, 11294143.499927, 9314781.87697578, -12794843.6146594, 16739539.3415644, -19395622.6954978, 10638088.2576387, -40774605.0603662, -8788860.12677477, -12363482.3642044, 139189943.015456, 48210757.8531253, -18807407.3780513, 53507087.7359353, 161302390.821903, 281548556.296849, 360343380.324677, 405737369.105159, 149755663.330268, 131790853.84079, 200902719.348051, 194073683.196865, 218207871.715643, 174019952.063051, 345985235.68003, 266603189.4723, 0
"Burkina Faso", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 400000.0, 1000000.0, -700000.0, 4400000.0, 2669999.9, 300000.0, 2049999.9, 4969999.9, 1159999.9, 1490000.0, 20000.0, 2430000.0, 1950000.0, 1980000.0, 1669999.9, -1429999.9, 3140000.0, 1330000.0, 3710000.0, 5669999.9, 460000.0, 570000.0, 3113052.1, 3178381.3, 18371592.4, 9816727.7, 16225134.4, 9765809.0, 4407138.2, 7925950.8299, 23107520.4782, 6267060.8249, 15026083.6628, 29122505.1617, 14348315.7765, 52130040.8814284, 83849256.0712148, 21711800.9008661, 33190579.8762819, 56653992.3324814, 38870701.3569488, 143845512.327138, 329281976.028321, 490403410.536841, 357296974.294135, 231901703.683869, 390622353.410172, 2572690.32188177, 268414907.946195, 162970140.263612, -98777856.0144418, -79957355.3390048, 121295499.7553, 0
"Bangladesh", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 90000.0, 2339999.9, 2200000.0, 1543333.3, 5419999.9, 6980000.0, 7700000.0, -8009999.9, 8509999.9, 5360000.0, 6960000.0, 403978.557545405, -553269.398283548, -6660000.0, 2436499.3440436, 3205086.7621919, 1838242.49913628, 247908.273938643, 3238781.18895631, 1390444.32247979, 3721853.38228801, 14049886.5245761, 11147788.327757, 1896372.12711773, 13529831.5362586, 139376153.115317, 190059372.97475, 179603006.318605, 280384629.677983, 78527040.0772574, 52304931.038967, 268285231.831689, 448905400.707685, 813321971.875196, 456523167.703824, 651029738.054822, 1328422986.51751, 901286583.13086, 1232258246.59254, 1264725163.33408, 1584403459.98466, 2602962095.36816, 2539190939.6837, 2831152765.15515, 2332724780.71108, 1810395803.56746, 2421626238.43717, 1908045387.02685, 1525312160.40493, 1723856464.12346, 1555404914.93737, 0
"Bulgaria", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4000000.0, 55900000.0, 41500000.0, 40000000.0, 105400000.0, 90400000.0, 109000000.0, 504800000.0, 537317256.150851, 818788154.863275, 1001503841.99968, 812942201.973002, 904659791.087722, 2096788700.05598, 3072550961.81564, 4098122930.77934, 7874476255.43262, 13875270456.9117, 10296720633.7243, 3896664559.17164, 1842900000.0, 2103810000.0, 1788110000.0, 1989040000.0, 1093600000.0, 2221390000.0, 1488430000.0, 2007290000.0, 1809860000.0, 2221250000.0, 3594550000.0, 2499330000.0, 3216630000.0, 0
"Bahrain", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3399999.9, 110000.0, 1320000.0, 3210000.0, 650000.0, 22970508.3355514, 145171539.850449, -418036875.019956, 4150000.0, 28457446.8841953, 64095744.8513185, 140691489.51761, 101329787.234043, -31914893.6170213, -35904255.3191489, 222074468.085106, 180851063.829787, 91755319.1489362, 619414893.617021, 868617021.276596, -275000007.923316, 208244700.235544, 430586743.724592, 2048151879.61006, 329284164.223769, 179454413.27302, 453737837.974613, 363562321.906708, 80358858.3697633, 216986881.649309, 516700276.442676, 865308118.622994, 1048601306.14142, 2914659868.30075, 1756312514.78198, 1793998354.54447, 257149561.420298, 155771009.169721, 780851063.829787, 1544680851.06383, 3727712765.95745, 1518617021.2766, 64893617.0212766, 243351063.829787, 518882978.723404, 111170212.765957, 1548138297.8723, 1021382978.7234, 1779175531.9149, 1951329787.234, 0
"Bahamas, The", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80319999.9, 54659999.9, 90430000.0, 102250000.0, 143440000.0, 17579999.9, 14600000.0, 31400000.0, -1100000.0, 9600000.0, 4100000.0, 34400000.0, 2800000.0, -6000000.0, -4900000.0, -30200000.0, -13200000.0, 10800000.0, 36700000.0, 25400000.0, -17000000.0, -1300000.0, 300000.0, 27300000.0, 23600000.0, 106900000.0, 87800000.0, 210000000.0, 146900000.0, 149300000.0, 250250000.0, 102370000.0, 152790000.0, 190200000.0, 273600000.0, 563414700.0, 706380000.0, 713350000.0, 860156197.03, 663960000.0, 871970000.0, 666621000.0, 526171000.0, 382252000.0, 251277428.82, 76075924.75, 390400036.41, 304587573.117333, 491404689.229667, 482229306.391, 434599799.803594, 383064779.121094, 1254831912.9, 0
"Bosnia and Herzegovina", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66736468.3604305, 176780594.760508, 146075610.876644, 118495219.813023, 267769568.956599, 381784637.391406, 889597294.548592, 623812851.5592, 845962876.359591, 1841972230.25245, 1004852659.85344, 138511019.727863, 443840207.092831, 471610992.220788, 391976946.375189, 313295008.331529, 544866345.45742, 383089615.729344, 313198153.358835, 509429047.915133, 601783317.146819, 447875544.610653, 433013741.938227, 638360931.212466, 645101053.877831, 0
"Belarus", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7000000.0, 17600000.0, 10500000.0, 14700000.0, 104500000.0, 351600000.0, 203200000.0, 444000000.0, 118800000.0, 95800000.0, 247100000.0, 171800000.0, 163800000.0, 306600000.0, 357100000.0, 1807300000.0, 2187900000.0, 1876500000.0, 1393400000.0, 4002400000.0, 1463600000.0, 2246100000.0, 1862000000.0, 1652300000.0, 1246900000.0, 1276300000.0, 1426500000.0, 1273300000.0, 1393200000.0, 1230721861.86, 1613025743.38, 0
"Belize", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7089999.9, 3339999.9, 0, 0, 0, 0, 0, 0, 2000000.0, -50000.0, 0, -2000000.0, 0, 0, -3700000.0, 3700000.0, 4600000.0, 6850000.0, 14000000.0, 18650000.0, 17200000.0, 13600000.0, 15600000.0, 9200000.0, 15369500.0, 21050000.0, 16580000.0, 11955000.0, 17650000.0, 58671500.0, 29564651.9166666, 61174888.8668778, 25461176.8782397, -10924755.7533455, 111496166.355423, 126908465.922063, 108828544.570357, 140373737.268583, 169668449.489583, 108840086.423874, 96449877.0838033, 95348525.1917313, 194201408.788436, 92247730.9426541, 141097030.34391, 59119223.8981488, 32733410.9928006, 31831615.5013862, 122041646.954707, 93910241.7033733, 76202813.5002132, 125495493.195586, 133556467.620593, 0
"Bolivia", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19763999.9, 1899999.9, 16204999.9, 4599999.9, 44233000.0, 61596999.9, -8100000.0, -1200000.0, 11500000.0, 35000000.0, 47000000.0, 75700000.0, 31100000.0, 7000000.0, 7000000.0, 10000000.0, 10000000.0, 38100000.0, -10100000.0, -24400000.0, 27200000.0, 52000000.0, 93100000.0, 123800000.0, 130200000.0, 392700000.0, 474100000.0, 730600000.0, 949300000.0, 1010500000.0, 736350000.0, 705756000.0, 676543000.0, 197400000.0, 65430000.0, -238620000.0, 280763457.0, 366294241.538303, 512335605.237139, 423040000.0, 621997989.548348, 858941070.400943, 1059965390.78481, 1749612614.39791, 656566350.80003, 554643532.297183, 335365530.426077, 712474137.775022, 302368781.37636, -216636843.1305, -1129487271.3377, 583576424.725665, -11934917.3671706, 0
"Brazil", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 391699999.9, 449000000.0, 459899999.9, 1180700000.0, 1207900000.0, 1302000000.0, 1555000000.0, 1833000000.0, 2006000000.0, 2419000000.0, 1911000000.0, 2520000000.0, 2910000000.0, 1609000000.0, 1594000000.0, 1441000000.0, 345000000.0, 1169000000.0, 2804000000.0, 1131000000.0, 989000000.0, 1103000000.0, 2061000000.0, 1292000000.0, 3072000000.0, 4859000000.0, 12552000000.0, 18992934310.6468, 28855609916.42, 28385675614.9902, 32994718699.75, 23225846372.251, 16586600193.114, 10123013670.9901, 18161380459.7533, 15459981604.1196, 19418085598.0794, 44579492463.6336, 50716402711.4787, 31480931700.0, 82389932468.07, 102427228231.42, 92568388321.34, 75211029129.4, 87713983217.24, 64738153494.44, 74294627801.19, 68885491315.23, 78162724370.35, 69174411753.43, 37786286307.45, 46439071565.28, 91502103577.54, 0
"Barbados", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10868499.9945657, 15656171.6384982, 19139837.1938904, 5630300.31036336, 2397684.5342294, 4489152.48326658, 6897500.0, 4914000.0, 8987000.0, 30305500.0, 29300000.0, 37300000.0, 35150000.0, 16150000.0, 36000000.0, 4850000.0, 7750000.0, 7100000.0, 25979409.31, 8682963.92, 11213282.795, 7424921.25, 14450000.0, 9402113.87, 12950000.0, 63803750.15, 15836484.06, 28203499.05, 29160482.23, 47539505.12, 73696943.905, 91504910.94, 228343253.8, 184701288.595, 228334500.0, 390061395.8643, 342267498.215, 476404576.96, 615122884.63, 356008255.11, 425337312.585, 459552936.365, 528045664.5074, 104089451.159478, 753687476.11428, 688525943.309105, 557500316.04356, 91481933.165, 241596499.9, 215370128.6, 262100000.0, 238735064.3, 200000000.0, 0
"Brunei Darussalam", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 85530000.0, -17550000.0, -3779999.9, 290000.0, 2080000.0, 850000.0, -30890000.0, -3290000.0, 4570000.0, 350000.0, -19570000.0, -11109999.9, 6210000.0, 3620000.0, 800000.0, 3669999.9, -6049999.9, -70000.0, 460000.0, 10000000.0, 7000000.0, 5000000.0, 7000000.0, 8000000.0, 5889999.9, 582760563.3, 653600000.0, 701740000.0, 573250000.0, 747868668.6, 549607250.7, 60694643.6567848, 229671955.675395, 123820911.146426, 113205866.961457, 175068516.562807, 87839128.3133848, 257635717.488309, 222184549.489168, 325586827.786629, 480722546.956, 691170274.4234, 864905527.5015, 775641999.0889, 573906207.836339, 171289167.823995, -150550827.310313, 467927550.316567, 516202620.629746, 373256767.246304, 565542275.429332, 204749379.815089, -292416275.450752, 0
"Bhutan", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 420000.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1600000.0, 600000.0, 0, 0, 0, 50000.0, 1399999.9, -700000.0, 0, 1050274.76, 0, 0, 2425411.8983, 3370306.5262, 8859907.5392, 6210884.3515, 6122702.14271106, 73855769.764882, 3144001.01949936, 18299707.2343963, 75274009.0283126, 31141614.8601365, 24380673.5733894, 20433631.0650379, 23534931.751976, 6450953.8497443, 11884162.3485119, -16553759.9525493, 2649454.31118453, 13011377.2857268, -2786960.89013149, 6783112.48768633, 9670493.42695823, 0
"Botswana", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70000.0, -38268702.2467827, 11270002.8304612, 12233365.1123827, 40813517.2929934, 127851715.071269, 111550709.397601, 88438639.8238063, 21074900.8946108, 23793769.119755, 62154696.1525429, 53611787.5922365, 70404390.657485, 113583514.209604, 39921524.1272293, 42186013.0205889, 95889963.0424103, -8211493.7828439, -1564184.90561566, -286949434.086852, -14154569.0110668, 70413220.7555472, 71182310.7136661, 100109748.737479, 95318134.9210105, 36675065.7829259, 57171341.354862, 30680571.2084683, 407997392.45524, 418040676.139807, 390889251.855271, 420854175.013436, 486913109.102448, 494634226.153715, 520917902.314755, 208699298.206302, 218379837.568309, 293208060.474684, 146084155.211847, 67136806.1634995, 515184471.01724, 378554181.530079, 142522598.297582, 260575129.351448, 285955061.932015, 93607130.0326021, 31792610.4142283, -319055857.574533, 216459291.052761, 0
"Central African Republic", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1200000.0, 700000.0, 1500000.0, -200000.0, 5799999.9, 5599999.9, 3700000.0, -2845168.07135611, 6084486.34383566, 22757439.7367339, 5343631.08528873, 5781443.35245489, 9153812.42838185, 4469041.68570388, 5149252.03381976, 2991566.43558607, 8160415.31776924, 11898718.6498225, -3827452.80303765, 1285233.01951129, 697850.065105837, -4874038.73164914, -10676567.963142, -9980132.27944839, 3602275.00892801, 6200565.7, 10925575.5, 1497424.0, 7300593.9466, 5976946.5274, 889074.9, 5183898.8, 5644286.5, 11300000.0, 15100000.0, 10100000.0, 34670000.0, 56750000.0, 117110000.0, 42280000.0, 61520000.0, 36908455.8, 70035157.3, 1852792.6, 3475007.9, 3000000.0, 7256090.4839, 6888751.4009, 18003535.4551, 25601157.287, 1737359.8234, 5409980.2504, 24047722.1852, 0
"Canada", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1827117680.30674, 2273318428.36666, 2110873961.07408, 3184571500.54189, 3723538434.68265, 3386183402.57977, 2450721215.75787, 3371826624.08886, 3740191707.68949, 5307737031.12626, 5813268734.78803, 663720808.269735, 90061244.1131481, 4618560061.87692, 5675261448.85168, 1256760213.69256, 2709677620.68495, 8597306053.61165, 7196400040.3342, 7171648940.44922, 8401707941.43435, 3514220103.04375, 7018240062.86526, 4178460316.69705, 9541029101.65658, 13657593613.3371, 8817677647.2938, 15182400421.6905, 24979208298.1649, 27456044687.0987, 68303350856.0836, 28391098831.3382, 24486425376.8819, 7011792709.04631, 1452416545.21802, 25552226940.9281, 64302303096.8668, 120451484862.004, 70119614332.5095, 20951090410.3132, 29714744325.4741, 38338330427.428, 49368985104.1989, 67027866778.2682, 64174605785.6347, 59986208237.0735, 34201872160.6085, 25357801000.497, 42603762048.5971, 48942300762.2452, 30384551083.2897, 64727018504.1816, 53705241568.4268, 0
"Switzerland", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 642643620.490481, 777125995.866918, 1267334791.67726, 2122388474.7415, 2320291936.53845, 405248411.125538, 2497180494.21581, 5544796309.51597, 2838789160.79242, 1128487634.09191, 1706937974.44082, 3682699144.72734, 4158247959.95384, 4880219415.70052, 8391921105.89553, 11345529735.0728, 14541329307.9251, 23080879762.6769, 9765012889.09898, 8258050580.1782, 19721053893.3922, 7102294152.7232, 2664910821.00245, 53760772986.3034, 48688296542.6701, 2990936685.10856, 47658570354.7326, 17670735602.9225, 20764483834.5029, 39943494321.6384, -24926465856.5785, 21003091521.7734, 118752400108.647, 166801396968.929, 143235966548.555, -160387834479.04, 8774913614.47833, -242167615576.118, -134262930569.876, 27707325846.2869, 0
"Channel Islands", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
"Chile", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12330000.0, -18969999.9, -1100000.0, -4799999.9, 2310000.0, 50000000.0, -1000000.0, 21000000.0, 181000000.0, 244000000.0, 213000000.0, 383000000.0, 401000000.0, 135000000.0, 78000000.0, 144300000.0, 315500000.0, 890500000.0, 967900000.0, 1283500000.0, 661200000.0, 822700000.0, 936100000.0, 1034300000.0, 2582100000.0, 2957000000.0, 4814616000.0, 5271400000.0, 4627817978.0, 8761016217.84, 4860015667.52, 4199763048.85, 2549923142.41108, 4026497832.75699, 6797252642.36959, 7462207179.80944, 7586190389.76648, 13474760472.5025, 18473102612.1039, 13855126064.8962, 16019683111.6555, 25564944876.5765, 31801970676.0608, 21120756844.0181, 25527831848.9546, 17766285629.0926, 11362832162.4891, 5237183518.21249, 7942631935.04886, 13579090978.7599, 11447397288.618, 15933021424.5106, 20864902958.1511, 0
